"V1","V2","V3","V4","V5","V6"
-0.476514927646411,1,0.464220197921958,0.366071898677402,0.0899972130596627,0.0630418726113365
-0.47031711310164,1,0.159957763958262,0.278429817591703,0.0853297140313794,0.0670004963121777
-0.470678182835438,1,0.458273486968778,0.315915753115546,0.0927005644843609,0.0635101313471806
-0.469870930360284,1,0.320224372854656,0.474152209936757,0.0900614147947436,0.0676639284971108
-0.473472133157148,1,0.209712024066419,0.249213526522569,0.0843980509856997,0.0616423130082148
-0.473407074302186,1,0.328438850746595,0.351108944670332,0.0903009741683998,0.0615947027833499
-0.473906836106353,1,0.438635305039277,0.383262412372863,0.0909038726321993,0.060166635713625
-0.472955280713943,1,0.05277103428899,0.0994197079751212,0.0827973501962962,0.0629012291380551
-0.470306956767284,1,0.101981436871448,0.068325191896877,0.0881750711444041,0.0608834729249053
-0.470606100642902,1,0.362265558151463,0.364994474299231,0.0901891775259534,0.0637190861281162
-0.472048808615735,2,0.377897621307157,0.416398027337428,0.0816925159053216,0.0456627757689345
-0.47021133345474,2,0.559824287887303,0.604976043910458,0.0838877336226909,0.0481140380016228
-0.465322339649256,2,0.528549504083056,0.602414879595547,0.0849301460353551,0.0511361860314008
-0.47212674981087,2,0.60123752572962,0.632255088882584,0.0853579630281202,0.0526871158245858
-0.469736649043686,2,0.630310381575597,0.635827351650353,0.0891431583050565,0.0546034080686497
-0.467720736848459,2,0.435409125814827,0.456949360797952,0.0873228809093883,0.0493603357128435
-0.47345197459341,2,0.611113669095661,0.649662716677898,0.0873041293246317,0.0542328527575238
-0.471275620651709,2,0.259886428336305,0.193755388162959,0.0860999245539757,0.0447640614096465
-0.474116218952509,2,0.473095179765523,0.646755230674044,0.0859274624238655,0.0537980126564863
-0.466438277696933,2,0.415673120884834,0.41848689284405,0.083676312907428,0.0512082514426753
-0.470930944739726,3,0.571288436790553,0.684647612186058,0.0891683931685623,0.0518804442799424
-0.468670138739625,3,0.688337369392131,0.65234661766287,0.0889630312143526,0.0527814325970652
-0.47134945224025,3,0.820115821958578,0.7687005508281,0.0941537136418674,0.0476647967713745
-0.472847704773728,3,0.498040289793391,0.482978665183397,0.090840068075647,0.0446189912744903
-0.470092285401972,3,0.47430658204088,0.514641172602261,0.0869905470833326,0.0467891564733148
-0.469704648702076,3,0.408140182579436,0.449454678313088,0.0828979933798209,0.043563210401325
-0.471194650738053,3,0.833728125850958,0.728085869968902,0.0924787565114367,0.0503319634237773
-0.467205064507573,3,0.877286456691967,0.897047519919861,0.0958720089898051,0.0557550115099566
-0.469343273436045,3,0.885735963953087,0.923670296208161,0.0914795772250337,0.0506596821053585
-0.468358043665071,3,0.38157486438974,0.441838614654196,0.0932213559270985,0.0443329180955705
-0.469210446446047,4,0.687975775166587,0.752029959441606,0.103370682955467,0.0458742742323882
-0.469883849108478,4,1.05999793471436,0.896935383840598,0.121373654476227,0.0482092967598281
-0.472326673714996,4,1.36289503257873,1.4174364673925,0.0997692725861473,0.0559877913068695
-0.469313041236026,4,0.54170464981948,0.665160263090225,0.0935726097951425,0.0459583554202602
-0.471315679413861,4,1.19508254576061,1.03733421852538,0.091944853264517,0.0452451707951162
-0.471134523356776,4,0.995222023459478,1.03849608592892,0.101930688179529,0.0554036192650184
-0.47045228136442,4,1.02076940539402,0.828537513763136,0.0980328578579866,0.0487535823287015
-0.472234549802808,4,0.948207598759213,1.03880537341798,0.0913019627392288,0.0501141780241301
-0.475331432324288,4,0.622647791142287,0.610447370745672,0.0940460911263499,0.0447009436425393
-0.472380950866208,4,0.819124727595824,0.748539852321173,0.0957475336557976,0.0433627804739817
-0.474177072186215,5,0.511147731636906,0.745485569053573,0.0949019018792168,0.0497871638671275
-0.470650754007728,5,1.42706532849454,1.27520922122254,0.119469539181572,0.0538207213743215
-0.471248637739091,5,1.22205599101027,1.15731297495742,0.0981157063813269,0.0509800122945863
-0.471588923173339,5,0.88965907968765,0.935319055467704,0.106949484948771,0.0479636831952715
-0.473493728525359,5,0.992825392804128,1.04774318476713,0.112497601391588,0.0426018676267839
-0.470465153483073,5,1.09403858420273,1.24972267108046,0.105938490762978,0.0478280148423629
-0.473138207974217,5,1.40408171257549,1.43081462014991,0.113086465086892,0.0544790936298182
-0.474647825348986,5,1.17452133920469,1.389896722664,0.126536479089944,0.0525495447239939
-0.467069212292578,5,1.02843763231572,1.13074375585925,0.0991100627910345,0.0471170359918808
-0.475104377327386,5,1.44894376842171,1.25951063771182,0.133554620331132,0.0509955137815033
